11/16/2020,16,11,2020,163,9,Afghanistan,AF,AFG,38041757,Asia,4.65278194
11/15/2020,15,11,2020,205,12,Afghanistan,AF,AFG,38041757,Asia,4.57129254
11/14/2020,14,11,2020,66,10,Afghanistan,AF,AFG,38041757,Asia,4.23219148
11/13/2020,13,11,2020,360,14,Afghanistan,AF,AFG,38041757,Asia,4.47140231
11/12/2020,12,11,2020,146,4,Afghanistan,AF,AFG,38041757,Asia,3.84840269
11/11/2020,11,11,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,3.4646139
11/10/2020,10,11,2020,224,12,Afghanistan,AF,AFG,38041757,Asia,3.76165591
11/9/2020,9,11,2020,80,3,Afghanistan,AF,AFG,38041757,Asia,3.69593865
11/8/2020,8,11,2020,126,6,Afghanistan,AF,AFG,38041757,Asia,3.65650829
11/7/2020,7,11,2020,58,2,Afghanistan,AF,AFG,38041757,Asia,3.53821723
11/6/2020,6,11,2020,40,0,Afghanistan,AF,AFG,38041757,Asia,3.5461033
11/5/2020,5,11,2020,121,6,Afghanistan,AF,AFG,38041757,Asia,3.74588377
11/4/2020,4,11,2020,86,4,Afghanistan,AF,AFG,38041757,Asia,3.78268543
11/3/2020,3,11,2020,95,3,Afghanistan,AF,AFG,38041757,Asia,3.78794281
11/2/2020,2,11,2020,132,5,Afghanistan,AF,AFG,38041757,Asia,3.76691329
11/1/2020,1,11,2020,76,0,Afghanistan,AF,AFG,38041757,Asia,3.57501889
10/31/2020,31,10,2020,157,4,Afghanistan,AF,AFG,38041757,Asia,3.55398937
10/30/2020,30,10,2020,123,3,Afghanistan,AF,AFG,38041757,Asia,3.26483343
10/29/2020,29,10,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.94150452
10/28/2020,28,10,2020,113,7,Afghanistan,AF,AFG,38041757,Asia,3.02562261
10/27/2020,27,10,2020,199,8,Afghanistan,AF,AFG,38041757,Asia,2.90207416
10/26/2020,26,10,2020,65,3,Afghanistan,AF,AFG,38041757,Asia,2.71806583
10/25/2020,25,10,2020,81,4,Afghanistan,AF,AFG,38041757,Asia,2.79955524
10/24/2020,24,10,2020,61,2,Afghanistan,AF,AFG,38041757,Asia,2.58663132
10/23/2020,23,10,2020,116,4,Afghanistan,AF,AFG,38041757,Asia,2.45256811
10/22/2020,22,10,2020,135,2,Afghanistan,AF,AFG,38041757,Asia,2.35004918
10/21/2020,21,10,2020,88,2,Afghanistan,AF,AFG,38041757,Asia,2.17392693
10/20/2020,20,10,2020,87,5,Afghanistan,AF,AFG,38041757,Asia,2.10558098
10/19/2020,19,10,2020,59,4,Afghanistan,AF,AFG,38041757,Asia,2.25804502
10/18/2020,18,10,2020,68,3,Afghanistan,AF,AFG,38041757,Asia,2.21861467
10/17/2020,17,10,2020,47,4,Afghanistan,AF,AFG,38041757,Asia,2.05826455
10/16/2020,16,10,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.94785956
10/15/2020,15,10,2020,32,1,Afghanistan,AF,AFG,38041757,Asia,1.99254729
10/14/2020,14,10,2020,66,0,Afghanistan,AF,AFG,38041757,Asia,1.94523087
10/13/2020,13,10,2020,129,3,Afghanistan,AF,AFG,38041757,Asia,1.81116766
10/12/2020,12,10,2020,96,4,Afghanistan,AF,AFG,38041757,Asia,1.50361089
10/11/2020,11,10,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.25125661
10/10/2020,10,10,2020,10,1,Afghanistan,AF,AFG,38041757,Asia,1.34326078
10/9/2020,9,10,2020,77,2,Afghanistan,AF,AFG,38041757,Asia,1.33274601
10/8/2020,8,10,2020,68,1,Afghanistan,AF,AFG,38041757,Asia,1.1723959
10/7/2020,7,10,2020,62,2,Afghanistan,AF,AFG,38041757,Asia,1.05936222
10/6/2020,6,10,2020,145,5,Afghanistan,AF,AFG,38041757,Asia,1.08302043
10/5/2020,5,10,2020,44,0,Afghanistan,AF,AFG,38041757,Asia,0.78072104
10/4/2020,4,10,2020,7,4,Afghanistan,AF,AFG,38041757,Asia,0.66505866
10/3/2020,3,10,2020,5,0,Afghanistan,AF,AFG,38041757,Asia,0.97524412
10/2/2020,2,10,2020,17,0,Afghanistan,AF,AFG,38041757,Asia,1.08564912
10/1/2020,1,10,2020,14,0,Afghanistan,AF,AFG,38041757,Asia,1.04096138
9/30/2020,30,9,2020,15,2,Afghanistan,AF,AFG,38041757,Asia,1.04884745
9/29/2020,29,9,2020,12,3,Afghanistan,AF,AFG,38041757,Asia,1.11456471
9/28/2020,28,9,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.34326078
9/27/2020,27,9,2020,35,0,Afghanistan,AF,AFG,38041757,Asia,1.54041255
9/26/2020,26,9,2020,6,2,Afghanistan,AF,AFG,38041757,Asia,1.54041255
9/25/2020,25,9,2020,16,0,Afghanistan,AF,AFG,38041757,Asia,1.61401588
9/24/2020,24,9,2020,25,5,Afghanistan,AF,AFG,38041757,Asia,1.64556017
9/23/2020,23,9,2020,71,2,Afghanistan,AF,AFG,38041757,Asia,1.64293148
9/22/2020,22,9,2020,30,3,Afghanistan,AF,AFG,38041757,Asia,1.52464041
9/21/2020,21,9,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.69813397
9/20/2020,20,9,2020,125,4,Afghanistan,AF,AFG,38041757,Asia,1.89265706
9/19/2020,19,9,2020,47,1,Afghanistan,AF,AFG,38041757,Asia,1.61664457
9/18/2020,18,9,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.53515517
9/17/2020,17,9,2020,17,0,Afghanistan,AF,AFG,38041757,Asia,1.65344624
9/16/2020,16,9,2020,40,10,Afghanistan,AF,AFG,38041757,Asia,1.70864874
9/15/2020,15,9,2020,99,6,Afghanistan,AF,AFG,38041757,Asia,1.62715933
9/14/2020,14,9,2020,75,0,Afghanistan,AF,AFG,38041757,Asia,1.45629446
9/13/2020,13,9,2020,35,0,Afghanistan,AF,AFG,38041757,Asia,1.3090878
9/12/2020,12,9,2020,34,0,Afghanistan,AF,AFG,38041757,Asia,1.22496971
9/11/2020,11,9,2020,28,0,Afghanistan,AF,AFG,38041757,Asia,1.16450983
9/10/2020,10,9,2020,24,2,Afghanistan,AF,AFG,38041757,Asia,1.09879257
9/9/2020,9,9,2020,26,3,Afghanistan,AF,AFG,38041757,Asia,1.18028197
9/8/2020,8,9,2020,96,3,Afghanistan,AF,AFG,38041757,Asia,1.11456471
9/7/2020,7,9,2020,74,2,Afghanistan,AF,AFG,38041757,Asia,1.04884745
9/6/2020,6,9,2020,20,0,Afghanistan,AF,AFG,38041757,Asia,0.85432437
9/5/2020,5,9,2020,16,0,Afghanistan,AF,AFG,38041757,Asia,1.07776305
9/4/2020,4,9,2020,45,1,Afghanistan,AF,AFG,38041757,Asia,1.13559424
9/3/2020,3,9,2020,38,3,Afghanistan,AF,AFG,38041757,Asia,1.27228614
9/2/2020,2,9,2020,9,0,Afghanistan,AF,AFG,38041757,Asia,1.59298636
9/1/2020,1,9,2020,34,4,Afghanistan,AF,AFG,38041757,Asia,1.56932815
8/31/2020,31,8,2020,19,0,Afghanistan,AF,AFG,38041757,Asia,1.48783875
8/30/2020,30,8,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,1.55618469
8/29/2020,29,8,2020,11,1,Afghanistan,AF,AFG,38041757,Asia,1.86374147
8/28/2020,28,8,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,1.85322671
8/27/2020,27,8,2020,55,4,Afghanistan,AF,AFG,38041757,Asia,2.05300717
8/26/2020,26,8,2020,1,0,Afghanistan,AF,AFG,38041757,Asia,2.10820967
8/25/2020,25,8,2020,71,10,Afghanistan,AF,AFG,38041757,Asia,2.67074941
8/24/2020,24,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.48411239
8/23/2020,23,8,2020,105,2,Afghanistan,AF,AFG,38041757,Asia,2.48411239
8/22/2020,22,8,2020,38,0,Afghanistan,AF,AFG,38041757,Asia,2.31061883
8/21/2020,21,8,2020,97,2,Afghanistan,AF,AFG,38041757,Asia,2.41576644
8/20/2020,20,8,2020,160,8,Afghanistan,AF,AFG,38041757,Asia,2.26855978
8/19/2020,19,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.02409158
8/18/2020,18,8,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,2.23964419
8/17/2020,17,8,2020,45,5,Afghanistan,AF,AFG,38041757,Asia,2.32901966
8/16/2020,16,8,2020,120,7,Afghanistan,AF,AFG,38041757,Asia,2.21072859
8/15/2020,15,8,2020,7,0,Afghanistan,AF,AFG,38041757,Asia,1.89528575
8/14/2020,14,8,2020,79,9,Afghanistan,AF,AFG,38041757,Asia,2.3185049
8/13/2020,13,8,2020,76,10,Afghanistan,AF,AFG,38041757,Asia,2.29747538
8/12/2020,12,8,2020,215,32,Afghanistan,AF,AFG,38041757,Asia,2.09769491
8/11/2020,11,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.80328159
8/10/2020,10,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.07929408
8/9/2020,9,8,2020,39,5,Afghanistan,AF,AFG,38041757,Asia,2.35793526
8/8/2020,8,8,2020,78,9,Afghanistan,AF,AFG,38041757,Asia,2.57348786
8/7/2020,7,8,2020,41,0,Afghanistan,AF,AFG,38041757,Asia,2.65234858
8/6/2020,6,8,2020,67,4,Afghanistan,AF,AFG,38041757,Asia,2.57874525
8/5/2020,5,8,2020,82,6,Afghanistan,AF,AFG,38041757,Asia,2.89681678
8/4/2020,4,8,2020,37,4,Afghanistan,AF,AFG,38041757,Asia,2.97567749
8/3/2020,3,8,2020,0,1,Afghanistan,AF,AFG,38041757,Asia,3.2464326
8/2/2020,2,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,3.70382472
8/1/2020,1,8,2020,168,12,Afghanistan,AF,AFG,38041757,Asia,3.73536901
7/31/2020,31,7,2020,71,0,Afghanistan,AF,AFG,38041757,Asia,3.86943221
7/30/2020,30,7,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,3.88257567
7/29/2020,29,7,2020,103,1,Afghanistan,AF,AFG,38041757,Asia,4.55026302
7/28/2020,28,7,2020,105,1,Afghanistan,AF,AFG,38041757,Asia,5.02868466
7/27/2020,27,7,2020,106,10,Afghanistan,AF,AFG,38041757,Asia,4.76318694
7/26/2020,26,7,2020,121,13,Afghanistan,AF,AFG,38041757,Asia,4.48454576
7/25/2020,25,7,2020,108,35,Afghanistan,AF,AFG,38041757,Asia,4.38991291
7/24/2020,24,7,2020,13,0,Afghanistan,AF,AFG,38041757,Asia,5.30995453
7/23/2020,23,7,2020,188,21,Afghanistan,AF,AFG,38041757,Asia,5.9460976
7/22/2020,22,7,2020,112,4,Afghanistan,AF,AFG,38041757,Asia,5.60699654
7/21/2020,21,7,2020,140,5,Afghanistan,AF,AFG,38041757,Asia,5.8646082
7/20/2020,20,7,2020,174,17,Afghanistan,AF,AFG,38041757,Asia,6.63481448
7/19/2020,19,7,2020,12,17,Afghanistan,AF,AFG,38041757,Asia,6.91082696
7/18/2020,18,7,2020,219,32,Afghanistan,AF,AFG,38041757,Asia,7.79406692
7/17/2020,17,7,2020,76,21,Afghanistan,AF,AFG,38041757,Asia,8.01224823
7/16/2020,16,7,2020,254,49,Afghanistan,AF,AFG,38041757,Asia,8.30140416
7/15/2020,15,7,2020,285,33,Afghanistan,AF,AFG,38041757,Asia,8.47226904
7/14/2020,14,7,2020,4,2,Afghanistan,AF,AFG,38041757,Asia,8.4564969
7/13/2020,13,7,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,9.15835722
7/12/2020,12,7,2020,85,16,Afghanistan,AF,AFG,38041757,Asia,10.08102754
7/11/2020,11,7,2020,458,37,Afghanistan,AF,AFG,38041757,Asia,10.29132277
7/10/2020,10,7,2020,255,20,Afghanistan,AF,AFG,38041757,Asia,9.81290112
7/9/2020,9,7,2020,59,1,Afghanistan,AF,AFG,38041757,Asia,10.35178265
7/8/2020,8,7,2020,210,16,Afghanistan,AF,AFG,38041757,Asia,10.81180346
7/7/2020,7,7,2020,433,56,Afghanistan,AF,AFG,38041757,Asia,11.14827583
7/6/2020,6,7,2020,279,38,Afghanistan,AF,AFG,38041757,Asia,10.82494691
7/5/2020,5,7,2020,348,7,Afghanistan,AF,AFG,38041757,Asia,11.16667666
7/4/2020,4,7,2020,302,12,Afghanistan,AF,AFG,38041757,Asia,11.68715735
7/3/2020,3,7,2020,186,33,Afghanistan,AF,AFG,38041757,Asia,11.80281973
7/2/2020,2,7,2020,319,28,Afghanistan,AF,AFG,38041757,Asia,13.04356158
7/1/2020,1,7,2020,279,13,Afghanistan,AF,AFG,38041757,Asia,13.68759072
6/30/2020,30,6,2020,271,12,Afghanistan,AF,AFG,38041757,Asia,15.01245066
6/29/2020,29,6,2020,351,18,Afghanistan,AF,AFG,38041757,Asia,16.30050894
6/28/2020,28,6,2020,165,20,Afghanistan,AF,AFG,38041757,Asia,17.12328902
6/27/2020,27,6,2020,276,8,Afghanistan,AF,AFG,38041757,Asia,18.15110695
6/26/2020,26,6,2020,460,36,Afghanistan,AF,AFG,38041757,Asia,19.15000929
6/25/2020,25,6,2020,234,21,Afghanistan,AF,AFG,38041757,Asia,19.90444343
6/24/2020,24,6,2020,338,20,Afghanistan,AF,AFG,38041757,Asia,21.08735409
6/23/2020,23,6,2020,310,17,Afghanistan,AF,AFG,38041757,Asia,21.62360692
6/22/2020,22,6,2020,409,12,Afghanistan,AF,AFG,38041757,Asia,22.32020987
6/21/2020,21,6,2020,546,21,Afghanistan,AF,AFG,38041757,Asia,23.32436959
6/20/2020,20,6,2020,346,2,Afghanistan,AF,AFG,38041757,Asia,23.41900244
6/19/2020,19,6,2020,658,42,Afghanistan,AF,AFG,38041757,Asia,24.91472726
6/18/2020,18,6,2020,564,13,Afghanistan,AF,AFG,38041757,Asia,25.25382831
6/17/2020,17,6,2020,783,13,Afghanistan,AF,AFG,38041757,Asia,25.76379424
6/16/2020,16,6,2020,761,7,Afghanistan,AF,AFG,38041757,Asia,25.70070567
6/15/2020,15,6,2020,664,20,Afghanistan,AF,AFG,38041757,Asia,25.13290856
6/14/2020,14,6,2020,556,5,Afghanistan,AF,AFG,38041757,Asia,25.1749676
6/13/2020,13,6,2020,656,20,Afghanistan,AF,AFG,38041757,Asia,25.98986161
6/12/2020,12,6,2020,747,21,Afghanistan,AF,AFG,38041757,Asia,25.90311483
6/11/2020,11,6,2020,684,21,Afghanistan,AF,AFG,38041757,Asia,25.46412354
6/10/2020,10,6,2020,542,15,Afghanistan,AF,AFG,38041757,Asia,25.30903081
6/9/2020,9,6,2020,575,12,Afghanistan,AF,AFG,38041757,Asia,25.61395889
6/8/2020,8,6,2020,791,30,Afghanistan,AF,AFG,38041757,Asia,25.65601794
6/7/2020,7,6,2020,582,18,Afghanistan,AF,AFG,38041757,Asia,25.11187903
6/6/2020,6,6,2020,915,9,Afghanistan,AF,AFG,38041757,Asia,25.63761711
6/5/2020,5,6,2020,787,6,Afghanistan,AF,AFG,38041757,Asia,24.65185822
6/4/2020,4,6,2020,758,24,Afghanistan,AF,AFG,38041757,Asia,23.97891349
6/3/2020,3,6,2020,759,5,Afghanistan,AF,AFG,38041757,Asia,23.27968185
6/2/2020,2,6,2020,545,8,Afghanistan,AF,AFG,38041757,Asia,22.81177497
6/1/2020,1,6,2020,680,8,Afghanistan,AF,AFG,38041757,Asia,22.45164439
5/31/2020,31,5,2020,866,3,Afghanistan,AF,AFG,38041757,Asia,21.35285181
5/30/2020,30,5,2020,623,11,Afghanistan,AF,AFG,38041757,Asia,19.07640596
5/29/2020,29,5,2020,580,8,Afghanistan,AF,AFG,38041757,Asia,20.23302972
5/28/2020,28,5,2020,625,7,Afghanistan,AF,AFG,38041757,Asia,19.00543132
5/27/2020,27,5,2020,658,1,Afghanistan,AF,AFG,38041757,Asia,18.04333065
5/26/2020,26,5,2020,591,1,Afghanistan,AF,AFG,38041757,Asia,17.04968569
5/25/2020,25,5,2020,584,2,Afghanistan,AF,AFG,38041757,Asia,16.24530644
5/24/2020,24,5,2020,782,11,Afghanistan,AF,AFG,38041757,Asia,15.68013801
5/23/2020,23,5,2020,540,12,Afghanistan,AF,AFG,38041757,Asia,14.29481819
5/22/2020,22,5,2020,531,6,Afghanistan,AF,AFG,38041757,Asia,13.44049382
5/21/2020,21,5,2020,492,9,Afghanistan,AF,AFG,38041757,Asia,12.49416529
5/20/2020,20,5,2020,581,5,Afghanistan,AF,AFG,38041757,Asia,11.64246962
5/19/2020,19,5,2020,408,4,Afghanistan,AF,AFG,38041757,Asia,10.98266833
5/18/2020,18,5,2020,262,1,Afghanistan,AF,AFG,38041757,Asia,10.40961384
5/17/2020,17,5,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,10.3386392
5/16/2020,16,5,2020,1063,32,Afghanistan,AF,AFG,38041757,Asia,10.6908837
5/15/2020,15,5,2020,113,6,Afghanistan,AF,AFG,38041757,Asia,8.32769107
5/14/2020,14,5,2020,259,3,Afghanistan,AF,AFG,38041757,Asia,8.61421832
5/13/2020,13,5,2020,280,5,Afghanistan,AF,AFG,38041757,Asia,8.25408774
5/12/2020,12,5,2020,285,2,Afghanistan,AF,AFG,38041757,Asia,7.84401204
5/11/2020,11,5,2020,369,5,Afghanistan,AF,AFG,38041757,Asia,7.54697003
5/10/2020,10,5,2020,255,6,Afghanistan,AF,AFG,38041757,Asia,6.75573423
5/9/2020,9,5,2020,215,3,Afghanistan,AF,AFG,38041757,Asia,6.37983151
5/8/2020,8,5,2020,171,2,Afghanistan,AF,AFG,38041757,Asia,5.99867141
5/7/2020,7,5,2020,168,9,Afghanistan,AF,AFG,38041757,Asia,5.82517784
5/6/2020,6,5,2020,330,5,Afghanistan,AF,AFG,38041757,Asia,5.60436785
5/5/2020,5,5,2020,190,5,Afghanistan,AF,AFG,38041757,Asia,4.89725015
5/4/2020,4,5,2020,235,13,Afghanistan,AF,AFG,38041757,Asia,4.48980314
5/3/2020,3,5,2020,134,4,Afghanistan,AF,AFG,38041757,Asia,4.10338566
5/2/2020,2,5,2020,164,4,Afghanistan,AF,AFG,38041757,Asia,3.91674864
5/1/2020,1,5,2020,222,4,Afghanistan,AF,AFG,38041757,Asia,3.61970663
4/30/2020,30,4,2020,122,0,Afghanistan,AF,AFG,38041757,Asia,3.06242427
4/29/2020,29,4,2020,124,3,Afghanistan,AF,AFG,38041757,Asia,2.92573237
4/28/2020,28,4,2020,172,0,Afghanistan,AF,AFG,38041757,Asia,2.7285806
4/27/2020,27,4,2020,68,10,Afghanistan,AF,AFG,38041757,Asia,2.42890989
4/26/2020,26,4,2020,112,4,Afghanistan,AF,AFG,38041757,Asia,2.38685085
4/25/2020,25,4,2020,70,1,Afghanistan,AF,AFG,38041757,Asia,2.181813
4/24/2020,24,4,2020,105,2,Afghanistan,AF,AFG,38041757,Asia,2.09506622
4/23/2020,23,4,2020,84,4,Afghanistan,AF,AFG,38041757,Asia,1.97940384
4/22/2020,22,4,2020,61,1,Afghanistan,AF,AFG,38041757,Asia,1.90580051
4/21/2020,21,4,2020,35,2,Afghanistan,AF,AFG,38041757,Asia,1.82431111
4/20/2020,20,4,2020,88,3,Afghanistan,AF,AFG,38041757,Asia,1.83219718
4/19/2020,19,4,2020,63,0,Afghanistan,AF,AFG,38041757,Asia,1.67710445
4/18/2020,18,4,2020,51,1,Afghanistan,AF,AFG,38041757,Asia,1.60350112
4/17/2020,17,4,2020,10,4,Afghanistan,AF,AFG,38041757,Asia,1.46943791
4/16/2020,16,4,2020,70,2,Afghanistan,AF,AFG,38041757,Asia,1.55618469
4/15/2020,15,4,2020,49,2,Afghanistan,AF,AFG,38041757,Asia,1.44052232
4/14/2020,14,4,2020,58,3,Afghanistan,AF,AFG,38041757,Asia,1.37743375
4/13/2020,13,4,2020,52,0,Afghanistan,AF,AFG,38041757,Asia,1.29594435
4/12/2020,12,4,2020,34,3,Afghanistan,AF,AFG,38041757,Asia,1.18028197
4/11/2020,11,4,2020,37,0,Afghanistan,AF,AFG,38041757,Asia,1.13033686
4/10/2020,10,4,2020,61,1,Afghanistan,AF,AFG,38041757,Asia,1.07513436
4/9/2020,9,4,2020,56,3,Afghanistan,AF,AFG,38041757,Asia,0.91478425
4/8/2020,8,4,2020,30,4,Afghanistan,AF,AFG,38041757,Asia,0.85432437
4/7/2020,7,4,2020,38,0,Afghanistan,AF,AFG,38041757,Asia,0.78072104
4/6/2020,6,4,2020,29,2,Afghanistan,AF,AFG,38041757,Asia,0.69660295
4/5/2020,5,4,2020,35,1,Afghanistan,AF,AFG,38041757,Asia,0.64665783
4/4/2020,4,4,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.55465367
4/3/2020,3,4,2020,43,0,Afghanistan,AF,AFG,38041757,Asia,0.55991105
4/2/2020,2,4,2020,26,0,Afghanistan,AF,AFG,38041757,Asia,0.44687736
4/1/2020,1,4,2020,25,0,Afghanistan,AF,AFG,38041757,Asia,0.37853141
3/31/2020,31,3,2020,27,0,Afghanistan,AF,AFG,38041757,Asia,0.31544284
3/30/2020,30,3,2020,8,1,Afghanistan,AF,AFG,38041757,Asia,0.25761166
3/29/2020,29,3,2020,15,1,Afghanistan,AF,AFG,38041757,Asia,0.25235427
3/28/2020,28,3,2020,16,1,Afghanistan,AF,AFG,38041757,Asia,0.22080999
3/27/2020,27,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.18663702
3/26/2020,26,3,2020,33,0,Afghanistan,AF,AFG,38041757,Asia,0.19452309
3/25/2020,25,3,2020,2,0,Afghanistan,AF,AFG,38041757,Asia,0.1077763
3/24/2020,24,3,2020,6,1,Afghanistan,AF,AFG,38041757,Asia,0.10251892
3/23/2020,23,3,2020,10,0,Afghanistan,AF,AFG,38041757,Asia,0.08674678
3/22/2020,22,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.06045988
3/21/2020,21,3,2020,2,0,Afghanistan,AF,AFG,38041757,Asia,0.06045988
3/20/2020,20,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.0552025
3/19/2020,19,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.05783119
3/18/2020,18,3,2020,1,0,Afghanistan,AF,AFG,38041757,Asia,0.05783119
3/17/2020,17,3,2020,5,0,Afghanistan,AF,AFG,38041757,Asia,0.0552025
3/16/2020,16,3,2020,6,0,Afghanistan,AF,AFG,38041757,Asia,0.04205905
3/15/2020,15,3,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,0.0262869
3/11/2020,11,3,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,0.01840083
3/8/2020,8,3,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,0.01051476
3/2/2020,2,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
3/1/2020,1,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
2/29/2020,29,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
2/28/2020,28,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
2/27/2020,27,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
2/26/2020,26,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
2/25/2020,25,2,2020,1,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
2/24/2020,24,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/23/2020,23,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/22/2020,22,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/21/2020,21,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/20/2020,20,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/19/2020,19,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/18/2020,18,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/17/2020,17,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/16/2020,16,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/15/2020,15,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/14/2020,14,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/13/2020,13,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/12/2020,12,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/11/2020,11,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/10/2020,10,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/9/2020,9,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/8/2020,8,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/7/2020,7,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/6/2020,6,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/5/2020,5,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/4/2020,4,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/3/2020,3,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
